edad,tieneHijos,cantidadHijos,genero,nivelEducativo,religiosidad,conservadorProgresista,userId,1_correct,2_correct,3_correct,4_correct,5_correct,6_correct,7_correct,8_correct,9_correct,10_correct,11_correct,12_correct
18,0,-999,3,4,0,100,14813,1,1,0,0,1,1,1,0,1,1,0,1
47,1,12,2,6,2,25,14814,0,0,0,1,1,1,1,0,1,0,0,0
20,0,-999,1,5,0,87,14815,1,1,1,0,1,1,1,0,1,1,1,1
29,0,-999,1,6,0,95,14816,1,1,1,1,1,1,0,1,1,1,1,0
27,0,-999,2,5,0,100,14817,0,1,0,1,0,1,0,1,1,0,1,1
24,0,-999,2,5,0,71,14818,1,1,1,1,1,0,1,0,0,1,1,0
29,0,-999,2,6,29,82,14819,1,0,1,0,0,1,1,1,0,1,1,0
28,0,-999,1,5,0,99,14820,0,0,1,1,1,1,1,0,1,1,1,0
30,0,-999,1,6,0,76,14821,1,1,0,1,1,0,1,1,1,1,0,0
31,0,-999,1,6,73,57,14822,1,0,1,1,0,0,1,1,1,1,0,1
26,0,-999,1,5,0,71,14823,1,0,1,0,0,0,1,0,1,0,1,1
28,0,-999,1,6,0,87,14824,1,1,1,0,1,1,1,1,1,1,0,1
38,1,2,1,5,62,54,14825,0,0,1,1,1,0,1,1,0,1,1,1
44,0,-999,1,6,62,63,14826,1,1,0,1,1,1,1,0,1,0,1,0
28,0,-999,1,6,50,46,14827,1,1,1,1,0,0,0,1,1,0,1,0
21,0,-999,1,5,0,82,14828,1,1,1,1,1,1,0,1,0,0,0,1
57,1,1,1,6,19,51,14829,0,1,1,1,0,1,0,1,0,0,0,0
22,0,-999,1,5,100,34,14830,1,1,1,1,1,0,0,1,1,1,1,1
19,0,-999,1,5,33,82,14831,1,1,1,1,1,0,0,1,1,1,1,1
14,0,-999,1,3,9,100,14832,1,0,0,0,1,0,1,1,1,0,1,0
25,0,-999,1,5,15,59,14833,0,1,1,1,0,1,0,1,0,1,0,0
19,0,-999,1,2,0,100,14834,0,1,1,0,0,0,1,0,0,1,1,1
27,0,-999,1,5,0,100,14835,1,0,0,1,1,0,1,1,0,0,1,0
21,0,-999,1,4,0,51,14836,0,1,1,1,1,0,0,1,1,1,1,1
23,0,-999,1,5,59,41,14837,1,1,0,0,0,1,1,1,0,0,0,1
21,0,-999,1,5,60,100,14838,1,1,1,1,1,1,0,1,1,0,1,0
29,0,-999,1,5,20,66,14839,1,0,0,1,1,1,1,1,0,0,1,1
26,0,-999,1,6,21,79,14840,0,0,0,0,0,1,1,1,1,0,1,0
35,0,-999,1,6,0,87,14841,1,1,1,0,1,1,1,1,1,1,1,1
28,0,-999,2,5,25,72,14842,1,0,1,1,1,0,1,1,0,0,1,0
24,0,-999,2,5,0,78,14843,1,0,1,1,1,0,1,0,1,0,0,0
52,1,2,1,6,5,97,14844,0,0,1,1,0,1,1,1,1,1,1,0
18,0,-999,2,4,3,54,14845,0,0,0,1,0,1,1,1,1,0,1,1
23,0,-999,1,6,0,77,14846,0,1,1,1,1,1,1,1,0,1,1,1
39,0,-999,2,6,31,77,14847,0,1,1,1,1,1,0,0,1,1,1,1
27,0,-999,1,6,56,39,14848,1,1,1,1,1,1,1,1,1,1,1,0
26,0,-999,2,6,0,100,14849,0,1,0,1,0,1,0,1,1,0,1,1
28,1,1,1,6,10,100,14850,1,1,1,1,0,0,1,0,0,0,1,1
26,0,-999,1,5,23,54,14851,1,1,1,1,0,0,1,1,0,0,0,1
26,0,-999,1,6,0,88,14852,1,1,1,0,1,0,1,1,0,1,0,1
31,1,3,2,6,64,38,14853,1,1,1,0,0,1,1,0,0,1,1,0
36,0,-999,1,5,0,100,14854,1,0,0,0,1,0,1,1,1,1,1,1
22,0,-999,1,5,38,57,14855,1,1,1,1,1,1,1,1,1,0,1,1
38,1,2,1,6,18,61,14856,1,1,1,1,1,1,1,1,1,0,1,1
23,0,-999,2,5,1,100,14857,1,0,1,1,0,0,1,0,0,1,1,0
32,1,12,2,6,23,70,14858,0,0,1,0,1,0,1,1,1,1,0,1
35,0,-999,2,5,0,83,14859,1,1,1,1,1,1,0,1,0,1,1,0
30,0,-999,2,4,0,100,14860,1,0,1,0,1,1,1,1,0,0,0,0
19,0,-999,2,5,3,36,14861,1,0,0,1,1,1,1,0,1,1,1,0
21,0,-999,1,5,1,52,14862,0,1,0,1,0,1,1,1,1,1,1,1
32,0,-999,1,5,0,100,14863,1,0,1,1,1,0,1,1,0,1,0,1
38,1,1,1,6,52,84,14864,1,1,1,1,1,1,1,1,1,1,1,1
30,0,-999,2,5,0,100,14865,0,1,1,1,0,1,1,1,1,1,0,1
31,0,-999,2,5,14,85,14866,1,0,1,0,1,1,1,1,0,1,1,0
20,0,-999,1,5,27,73,14867,1,1,1,1,0,1,1,1,1,0,1,1
26,0,-999,1,5,48,73,14868,1,0,1,1,1,0,0,1,0,0,1,0
26,0,-999,2,5,0,50,14869,0,1,1,1,0,0,1,1,0,1,1,1
25,0,-999,1,5,48,88,14870,1,1,1,0,1,0,1,0,1,1,1,1
39,0,-999,1,5,14,76,14871,1,0,1,1,0,0,1,1,1,1,1,1
23,0,-999,2,5,0,68,14872,1,0,1,1,1,0,1,1,1,0,0,1
19,0,-999,1,5,59,80,14873,1,1,0,1,1,0,0,1,0,1,1,1
38,1,2,2,5,0,64,14874,1,0,1,1,1,1,0,1,1,0,0,1
20,0,-999,1,5,0,84,14875,1,0,1,1,0,0,1,1,1,1,0,0
25,0,-999,1,5,0,93,14876,1,1,1,0,1,1,0,1,0,1,1,1
40,1,2,2,6,65,77,14877,1,1,1,0,1,0,0,1,1,1,1,1
22,0,-999,2,5,34,100,14878,1,1,1,0,0,1,0,0,0,1,1,1
20,0,-999,1,5,21,76,14879,1,0,0,0,0,0,1,1,1,1,1,1
26,0,-999,2,6,0,100,14880,1,1,1,1,1,1,1,1,1,1,0,1
37,1,1,1,5,63,69,14881,1,1,0,1,0,1,1,1,0,0,0,1
19,0,-999,1,5,13,75,14882,1,0,1,1,1,1,0,1,1,0,0,1
47,0,-999,1,6,1,96,14883,0,1,0,1,0,0,1,1,0,0,1,1
19,0,-999,1,4,0,50,14884,1,0,1,0,1,1,1,0,1,0,1,0
22,0,-999,1,5,0,62,14885,1,1,0,0,1,1,1,0,1,1,1,0
44,1,3,1,6,22,67,14886,0,1,0,1,0,1,0,0,0,1,1,1
40,0,-999,1,6,0,49,14887,1,1,0,1,1,0,1,1,1,1,0,1
19,0,-999,2,5,3,57,14888,1,0,0,1,1,0,1,0,0,1,0,1
20,0,-999,1,4,6,62,14889,1,0,0,0,1,0,1,1,0,0,0,1
36,0,-999,1,6,77,44,14890,1,1,1,1,0,0,1,0,1,1,0,1
17,0,-999,1,3,0,100,14891,0,1,0,0,0,1,1,1,1,0,1,1
21,0,-999,1,4,35,57,14892,0,1,1,0,0,0,0,1,0,1,0,1
21,0,-999,1,5,0,74,14893,0,1,1,0,1,0,1,1,1,1,1,0
23,0,-999,1,5,0,82,14894,1,1,0,1,1,1,1,1,1,1,1,1
21,0,-999,1,5,0,100,14895,0,1,1,0,1,0,1,0,1,0,0,0
21,0,-999,1,5,0,100,14896,0,1,0,0,1,1,1,1,1,0,1,0
26,0,-999,1,5,31,78,14897,1,1,1,0,1,0,1,0,1,0,0,0
56,1,2,1,3,20,81,14898,1,1,1,0,1,0,1,1,1,0,0,1
25,0,-999,1,5,37,59,14899,1,1,0,1,1,0,1,0,0,0,0,1
22,0,-999,2,5,0,76,14900,1,0,1,1,1,0,0,1,1,0,1,0
33,0,-999,1,6,19,51,14901,1,0,1,1,1,0,0,1,0,1,1,1
22,0,-999,1,4,18,78,14902,1,1,1,0,1,1,0,1,1,1,1,1
26,1,1,1,5,60,62,14903,1,1,0,1,0,0,0,0,0,0,1,1
26,0,-999,1,5,40,77,14904,0,0,0,0,1,1,1,1,1,1,1,1
20,0,-999,1,5,0,100,14905,0,1,1,1,1,1,0,1,1,0,1,1
70,1,5,1,2,70,79,14906,1,1,0,1,0,0,0,0,0,1,0,1
62,1,2,2,5,86,66,14907,1,1,1,1,1,1,1,1,0,1,1,1
29,0,-999,2,5,9,73,14908,1,1,1,1,0,1,0,1,1,0,0,1
25,0,-999,2,5,19,90,14909,1,1,1,0,1,1,0,1,1,1,1,1
28,0,-999,1,6,48,66,14910,1,0,0,1,0,0,1,1,1,1,1,0
22,0,-999,2,5,0,56,14911,1,0,1,0,1,1,0,1,1,1,0,0
34,0,-999,2,5,34,41,14912,1,0,1,1,1,0,1,1,0,0,1,1
23,0,-999,1,5,28,80,14913,1,1,1,1,1,0,1,1,1,1,1,1
38,1,1,1,6,0,100,14914,1,0,1,0,1,1,1,1,1,1,0,1
25,0,-999,1,5,0,74,14915,1,1,1,1,1,1,1,1,1,1,1,1
22,0,-999,1,5,25,50,14916,1,1,0,1,1,1,0,0,1,1,1,1
26,0,-999,1,5,0,100,14917,1,1,0,1,1,0,0,1,0,0,1,1
26,0,-999,1,5,0,85,14918,1,1,1,1,1,0,1,1,1,1,1,1
32,0,-999,1,6,20,79,14919,0,1,1,1,1,0,0,1,1,1,1,0
20,0,-999,2,4,7,100,14920,1,0,0,0,0,0,1,0,0,0,1,0
26,0,-999,1,5,0,100,14921,1,0,1,0,0,1,1,1,1,1,1,0
22,0,-999,1,5,0,76,14922,1,0,1,1,1,1,1,1,0,0,0,1
18,0,-999,2,3,0,52,14923,1,1,1,1,0,1,0,0,1,1,0,0
36,0,-999,2,4,46,61,14924,1,1,0,0,0,1,1,1,0,0,0,0
27,0,-999,1,6,23,73,14925,0,0,0,1,0,0,0,0,1,1,1,0
19,0,-999,2,5,29,50,14926,1,1,1,0,1,0,0,1,1,1,1,1
23,0,-999,1,6,58,65,14927,0,1,1,1,1,1,0,1,1,0,0,1
30,0,-999,1,5,0,70,14928,1,1,1,1,1,1,0,1,1,0,0,1
31,1,1,1,6,62,74,14929,1,1,1,1,1,0,1,0,1,0,1,0
26,0,-999,2,6,0,80,14930,1,1,1,0,0,1,1,0,0,1,1,1
30,0,-999,2,6,39,33,14931,1,1,0,1,0,0,1,0,1,0,1,1
37,0,-999,1,6,0,39,14932,0,1,1,0,0,1,0,1,1,1,1,0
24,0,-999,1,5,0,87,14933,0,1,1,0,1,0,0,1,0,0,1,1
29,0,-999,2,5,0,56,14934,0,0,1,0,0,1,0,1,1,0,1,1
24,0,-999,2,6,0,86,14935,0,0,0,1,1,1,0,1,1,1,1,1
32,0,-999,2,6,2,79,14936,1,1,0,1,0,1,1,0,0,0,1,1
41,1,2,1,6,8,76,14937,1,1,1,1,0,0,1,1,0,0,0,1
40,0,-999,1,6,0,84,14938,1,1,1,1,1,0,1,1,0,0,0,0
22,0,-999,1,5,0,78,14939,0,1,1,0,1,1,1,1,0,1,1,0
18,0,-999,1,5,0,72,14940,1,0,0,1,1,1,1,1,1,1,0,1
27,0,-999,2,6,0,47,14941,1,1,0,1,1,1,1,0,1,1,0,0
24,0,-999,1,4,37,51,14942,1,0,0,1,0,0,1,0,0,1,1,0
30,1,2,1,6,53,100,14943,0,1,0,0,1,1,0,1,1,1,0,0
22,0,-999,1,5,0,88,14944,1,0,0,0,1,0,0,1,1,1,1,0
30,0,-999,1,5,0,100,14945,1,0,1,0,1,1,1,1,1,1,1,1
20,0,-999,1,5,50,100,14946,1,1,1,0,1,1,1,1,0,1,1,1
40,0,-999,2,5,100,70,14947,0,1,0,0,1,0,1,0,1,1,0,1
29,0,-999,1,5,0,87,14948,1,1,1,1,0,1,0,1,0,0,1,1
25,0,-999,1,4,77,79,14949,1,0,1,1,1,0,1,1,0,1,0,1
24,0,-999,1,5,60,62,14950,1,1,1,1,0,0,1,1,1,1,0,0
48,1,2,2,6,62,22,14951,1,1,0,1,1,0,1,1,0,0,1,1
23,0,-999,2,5,8,92,14952,1,1,0,0,0,1,1,1,0,1,0,0
23,0,-999,1,5,0,52,14953,1,1,0,0,1,0,1,1,1,1,1,1
31,0,-999,2,6,8,72,14954,1,1,0,1,1,1,1,0,1,0,1,1
23,0,-999,1,5,0,92,14955,1,0,0,0,1,1,1,0,1,1,1,1
40,0,-999,1,5,63,40,14956,1,0,1,1,0,0,1,1,0,0,1,1
28,0,-999,1,4,14,58,14957,0,1,1,0,0,0,1,0,1,1,0,1
17,0,-999,1,4,49,67,14958,1,1,1,1,1,0,0,1,0,0,0,0
31,0,-999,1,5,12,89,14959,1,1,1,1,0,0,1,1,1,1,0,1
25,0,-999,2,5,0,79,14960,1,0,1,0,0,1,1,0,0,1,1,1
24,0,-999,1,4,0,79,14961,1,1,1,1,0,1,1,1,1,1,1,1
23,0,-999,1,6,7,62,14962,0,0,0,0,1,1,0,1,1,1,1,1
21,0,-999,1,5,20,16,14963,0,0,1,1,0,1,0,0,0,1,1,0
18,0,-999,1,4,0,100,14964,0,0,1,1,1,0,1,0,0,1,1,1
23,0,-999,1,5,0,81,14965,1,1,1,1,0,0,1,0,1,1,0,1
18,0,-999,2,4,53,69,14966,1,1,0,0,1,1,1,1,0,1,0,1
35,1,2,1,5,15,80,14967,0,1,1,0,0,1,0,1,1,0,1,1
22,0,-999,2,4,32,78,14968,1,1,1,1,1,0,1,1,1,1,1,1
20,0,-999,1,4,0,100,14969,1,1,0,1,1,1,1,1,1,1,1,1
29,0,-999,1,6,12,81,14970,0,1,1,1,1,1,1,1,0,1,1,1
22,0,-999,2,5,0,77,14971,1,0,1,0,1,1,1,0,1,1,0,1
18,0,-999,1,4,17,63,14972,0,0,1,0,0,0,0,0,0,0,1,1
24,0,-999,1,5,28,75,14973,0,1,0,0,0,1,1,1,1,1,0,1
29,0,-999,1,5,0,88,14974,0,0,1,1,1,1,0,0,0,1,1,1
24,0,-999,1,5,14,44,14975,0,0,1,1,1,1,0,1,1,1,1,1
16,0,-999,1,3,0,100,14976,1,0,0,1,1,1,1,1,1,1,1,0
22,0,-999,1,5,26,67,14977,0,1,0,1,1,0,1,1,0,1,1,0
62,1,1,1,6,19,70,14978,0,0,1,1,0,1,0,1,1,0,1,1
19,0,-999,2,4,15,83,14979,0,0,0,1,1,1,1,0,0,0,1,1
24,0,-999,1,6,24,82,14980,1,1,1,1,1,1,1,1,0,0,1,1
52,1,1,1,6,37,75,14981,1,1,0,1,1,0,1,1,1,0,1,1
30,1,1,2,6,41,82,14982,1,0,1,1,1,1,1,0,1,1,0,1
28,0,-999,1,5,28,82,14983,1,1,1,1,1,0,1,1,1,0,1,0
26,0,-999,1,5,0,88,14984,1,0,0,1,1,1,1,1,1,1,1,1
23,1,2,1,5,62,51,14985,1,1,1,1,0,1,1,1,0,1,1,1
53,1,1,1,6,1,82,14986,1,1,1,0,1,1,1,1,0,0,0,1
58,1,3,1,5,9,97,14987,0,0,1,0,1,1,1,1,0,0,1,1
26,0,-999,2,5,0,95,14988,1,1,1,1,1,0,1,1,0,0,1,1
36,1,1,2,6,0,90,14989,1,0,0,1,0,1,1,1,1,0,0,0
40,1,1,1,5,61,57,14990,0,0,0,0,1,0,0,1,1,0,1,1
39,1,2,1,6,2,53,14991,1,0,1,0,1,1,1,0,1,0,1,0
21,0,-999,1,5,13,52,14992,0,1,1,1,1,1,0,1,0,0,0,1
37,1,1,3,5,0,78,14993,0,1,1,0,1,1,0,0,0,0,0,0
24,0,-999,2,5,13,94,14994,0,1,1,0,0,1,0,0,1,0,1,1
16,0,-999,1,3,74,20,14995,1,1,1,1,1,1,1,0,1,1,1,1
18,0,-999,1,3,50,67,14996,1,0,1,0,0,0,1,1,1,1,1,1
20,0,-999,1,5,0,58,14997,1,1,0,0,0,1,1,0,1,1,1,1
24,0,-999,1,5,63,100,14998,0,0,1,0,1,0,0,0,1,1,0,1
15,0,-999,3,3,1,90,14999,1,1,0,1,1,1,0,1,1,1,1,0
26,0,-999,1,5,0,74,15000,1,1,1,1,1,0,1,1,0,0,1,1
28,0,-999,1,5,15,59,15001,1,1,1,0,0,0,1,1,1,0,1,1
49,1,2,1,5,4,86,15002,1,1,0,1,1,0,1,1,0,1,1,1
21,0,-999,1,4,0,100,15003,0,1,1,1,1,0,1,0,1,0,0,1
18,0,-999,1,4,15,82,15004,1,1,1,1,1,1,0,1,0,0,1,1
29,0,-999,2,6,0,32,15005,0,0,1,0,0,0,1,1,1,1,1,0
27,0,-999,1,6,18,79,15006,1,1,0,1,1,0,1,1,1,1,1,1
37,1,1,2,5,4,100,15007,1,1,0,0,1,0,0,1,1,1,1,1
23,0,-999,1,5,14,48,15008,1,0,0,0,1,0,1,0,1,0,0,1
33,0,-999,1,5,24,86,15009,1,0,1,1,1,1,0,0,1,1,1,1
23,0,-999,2,3,0,100,15010,1,1,1,0,1,1,1,1,0,0,1,0
18,0,-999,2,4,66,49,15011,0,0,0,1,1,1,1,1,1,0,1,0
32,0,-999,1,6,0,100,15012,1,1,1,1,1,1,1,1,1,1,1,1
28,0,-999,1,4,2,100,15013,1,1,0,0,1,1,1,0,0,0,1,0
43,1,3,2,5,0,82,15014,1,0,1,1,1,1,0,1,1,0,0,1
29,0,-999,2,5,65,100,15015,1,0,1,0,1,1,0,1,1,1,0,1
23,0,-999,1,5,24,100,15016,0,0,0,1,0,0,1,0,0,0,1,1
51,1,2,2,4,58,37,15017,1,0,1,1,1,1,1,0,0,1,1,1
22,0,-999,1,5,12,90,15018,1,0,1,0,0,1,1,1,1,1,1,0
38,0,-999,1,5,57,38,15019,0,1,0,1,1,1,0,0,1,1,1,0
22,0,-999,1,5,0,100,15020,0,1,0,1,0,1,1,0,1,0,1,1
23,0,-999,1,5,0,82,15021,1,1,1,1,1,0,1,1,1,0,1,1
45,0,-999,2,5,83,90,15022,1,1,0,1,0,0,1,1,1,0,1,0
22,0,-999,1,5,55,66,15023,1,1,1,1,1,1,0,1,1,1,1,0
22,0,-999,2,5,51,51,15024,1,0,0,1,1,0,0,1,1,1,0,0
24,0,-999,1,6,100,28,15025,1,1,1,1,0,1,1,1,1,0,1,1
28,0,-999,2,6,54,96,15026,1,1,1,0,1,1,1,0,0,1,0,1
34,0,-999,2,5,10,91,15027,0,1,1,1,1,0,0,0,1,1,0,1
17,0,-999,2,4,0,84,15028,1,1,1,1,0,1,1,1,1,0,0,0
23,0,-999,1,6,9,76,15029,0,1,1,1,0,1,1,1,0,0,0,1
22,0,-999,1,5,0,82,15030,1,0,1,1,0,0,0,0,0,1,0,0
33,0,-999,1,6,67,100,15031,1,0,0,0,0,0,1,1,0,0,0,1
20,0,-999,2,5,0,73,15032,1,0,1,0,1,1,0,1,1,0,0,1
25,1,1,1,6,0,81,15033,1,0,0,1,1,1,1,1,0,1,1,1
32,1,1,1,6,0,73,15034,0,1,1,1,0,0,0,1,1,0,1,0
21,0,-999,1,5,14,38,15035,0,1,0,0,1,1,1,1,1,1,1,1
22,0,-999,1,5,2,60,15036,0,1,0,0,0,0,1,1,1,1,1,1
31,0,-999,1,5,0,53,15037,1,1,1,1,1,1,1,1,1,1,0,1
28,0,-999,1,5,0,50,15038,1,1,0,1,0,0,0,1,0,1,1,1
36,0,-999,2,4,25,78,15039,1,1,0,0,1,1,0,0,1,1,1,1
20,0,-999,2,5,15,47,15040,1,0,0,0,0,1,1,1,1,0,1,0
23,0,-999,1,4,5,75,15041,1,0,0,0,1,1,1,0,1,1,0,1
28,0,-999,2,6,17,72,15042,0,1,1,0,1,1,0,1,1,0,1,1
30,0,-999,2,6,100,100,15043,1,0,0,1,1,1,1,1,1,0,1,1
39,0,-999,1,5,0,83,15044,0,0,1,1,1,1,1,1,0,0,1,1
30,0,-999,1,5,0,66,15045,1,1,1,1,1,1,1,1,0,1,0,1
22,0,-999,1,5,76,75,15046,0,0,1,1,1,0,1,0,1,1,1,1
31,0,-999,1,6,4,44,15047,1,1,1,1,1,0,0,0,1,0,0,1
22,0,-999,2,5,19,64,15048,1,1,0,1,0,1,1,1,0,1,1,1
53,1,1,1,6,35,100,15049,1,1,0,1,1,0,0,1,1,1,1,1
38,0,-999,2,6,0,35,15050,0,1,0,0,1,1,1,1,0,1,1,1
18,0,-999,1,4,0,81,15051,1,1,1,0,0,1,1,1,1,1,1,1
16,0,-999,2,3,7,67,15052,1,1,1,1,0,1,1,1,1,0,0,1
51,1,3,1,6,0,100,15053,0,1,0,1,0,1,0,1,0,0,1,1
27,0,-999,1,6,1,69,15054,1,1,0,0,1,1,0,0,1,1,0,0
31,0,-999,1,6,6,93,15055,1,0,0,0,1,1,1,1,1,1,0,1
25,0,-999,2,5,0,100,15056,0,1,1,0,1,1,0,0,1,0,1,1
43,0,-999,2,5,35,50,15057,1,1,1,1,0,0,1,0,0,1,1,0
16,0,-999,1,3,0,100,15058,0,1,0,0,0,0,1,1,0,1,1,1
21,0,-999,2,5,0,52,15059,1,1,1,0,1,0,0,0,1,1,0,1
43,1,1,1,6,61,48,15060,1,1,1,1,1,0,1,1,0,1,1,0
24,0,-999,1,4,18,53,15061,1,0,1,0,1,1,0,1,1,1,1,1
46,1,1,2,6,46,49,15062,1,1,1,0,1,1,0,1,1,1,1,1
31,0,-999,1,6,37,65,15063,0,0,1,1,1,0,1,0,0,1,1,1
21,0,-999,1,5,10,90,15064,1,1,1,1,0,1,1,1,0,1,1,1
20,0,-999,1,5,0,47,15065,0,0,0,0,0,1,1,1,0,0,0,1
23,0,-999,1,4,1,71,15066,0,0,1,0,0,1,0,0,0,1,1,0
19,0,-999,1,4,0,77,15067,1,0,1,1,0,1,1,1,1,1,1,0
19,0,-999,1,5,0,76,15068,1,1,0,0,0,1,0,1,1,0,1,1
34,0,-999,1,6,0,65,15069,0,1,1,1,0,1,1,1,1,1,1,1
72,1,5,1,6,69,99,15070,0,1,1,1,1,0,1,0,1,1,1,1
29,0,-999,1,5,19,76,15071,1,0,1,1,0,0,0,1,0,0,1,1
23,0,-999,1,5,10,75,15072,0,1,1,1,1,1,1,1,1,1,0,1
17,0,-999,1,3,35,65,15073,0,0,0,1,1,1,1,0,0,1,1,1
26,0,-999,2,5,16,87,15074,1,0,1,1,0,1,1,0,1,1,0,0
32,0,-999,2,6,0,85,15075,1,1,0,1,0,1,1,1,1,0,1,1
24,0,-999,1,5,0,48,15076,1,1,0,1,0,0,1,0,1,1,1,1
26,0,-999,1,5,0,100,15077,1,1,0,1,1,0,1,0,1,0,1,1
33,0,-999,2,6,0,100,15078,1,1,0,0,1,1,1,1,0,1,1,1
21,0,-999,1,5,19,77,15079,1,0,0,1,1,1,0,0,1,1,0,0
20,0,-999,2,4,0,71,15080,1,1,1,0,1,1,1,0,0,0,1,0
21,0,-999,2,5,75,81,15081,0,0,0,0,1,1,1,1,1,0,1,1
25,0,-999,1,5,59,54,15082,0,1,1,0,1,1,1,0,0,1,0,1
26,0,-999,1,5,28,90,15083,1,1,1,0,0,1,1,0,1,1,1,1
29,0,-999,1,5,24,100,15084,0,0,1,1,1,0,0,1,1,0,1,1
20,0,-999,2,4,0,48,15085,1,1,1,1,1,0,0,0,1,0,1,1
16,0,-999,1,3,18,79,15086,1,1,1,0,1,0,1,1,0,0,1,1
25,0,-999,1,5,65,55,15087,1,0,1,1,1,1,1,0,1,1,0,1
25,0,-999,2,4,4,98,15088,0,0,1,0,0,1,1,0,0,0,0,1
24,0,-999,1,5,7,57,15089,0,0,0,0,1,1,1,1,1,1,1,1
13,0,-999,1,3,12,81,15090,0,0,0,1,1,0,0,1,0,0,1,1
29,0,-999,1,6,2,67,15091,0,0,1,0,1,1,1,0,1,1,0,1
18,0,-999,1,4,12,52,15092,0,0,0,1,1,1,1,1,0,1,0,0
25,0,-999,2,5,48,37,15093,0,0,0,1,0,1,1,1,1,1,0,1
18,0,-999,1,4,51,77,15094,0,1,1,0,1,1,1,0,1,1,0,1
35,0,-999,2,6,4,75,15095,1,1,0,0,1,0,0,1,0,1,1,1
23,0,-999,1,5,25,93,15096,0,1,0,1,0,0,0,1,0,1,0,1
36,1,2,1,5,0,57,15097,1,1,1,1,1,1,1,0,0,1,0,0
21,0,-999,2,5,35,73,15098,0,0,1,0,1,0,1,0,1,0,0,1
21,0,-999,1,5,26,49,15099,0,0,0,0,0,1,0,1,0,1,0,1
28,1,1,2,4,23,64,15100,0,1,1,0,1,0,1,0,0,0,0,1
25,0,-999,1,6,0,87,15101,0,1,0,0,0,0,1,1,0,1,1,1
37,0,-999,1,6,77,75,15102,0,0,1,1,1,1,1,1,1,0,0,1
25,0,-999,1,5,55,82,15103,1,1,0,1,0,0,0,0,1,1,1,1
25,0,-999,1,5,0,100,15104,1,1,1,0,1,0,1,1,0,1,1,0
17,0,-999,1,3,63,59,15105,1,1,0,0,0,1,1,0,1,0,0,0
17,0,-999,1,3,8,86,15106,1,0,1,0,1,1,1,0,0,1,1,1
26,0,-999,1,6,58,58,15107,1,0,0,1,1,1,1,1,1,1,0,1
20,0,-999,1,5,1,97,15108,1,1,0,0,1,1,1,0,0,1,1,1
21,0,-999,1,5,5,66,15109,0,0,1,1,1,1,0,1,1,1,0,0
26,0,-999,1,5,24,100,15110,1,0,0,0,1,1,1,1,1,1,1,0
26,0,-999,1,5,50,100,15111,1,1,1,1,0,1,0,1,0,1,0,0
25,0,-999,2,3,0,46,15112,0,0,0,1,1,0,0,0,0,0,1,1
18,0,-999,1,4,0,85,15113,1,1,1,1,0,0,0,0,1,1,0,1
24,0,-999,1,5,0,71,15114,0,1,1,1,1,0,1,0,1,1,0,0
36,1,2,2,5,18,75,15115,1,1,1,1,1,1,1,0,0,1,1,0
24,0,-999,1,5,22,63,15116,0,0,0,1,1,1,0,1,1,0,1,0
27,0,-999,2,5,0,100,15117,0,1,0,0,1,1,1,1,1,1,0,1
23,0,-999,1,5,96,37,15118,1,1,1,1,0,0,0,0,0,1,0,0
24,0,-999,1,5,75,72,15119,1,1,0,0,0,1,1,1,1,1,1,1
23,0,-999,1,6,85,56,15120,0,1,1,0,1,0,1,0,1,1,0,0
27,0,-999,1,5,34,100,15121,1,1,1,0,1,1,1,1,1,1,1,0
28,0,-999,1,5,6,100,15122,0,0,1,1,0,1,1,1,0,0,0,0
28,0,-999,1,5,2,60,15123,1,1,1,1,1,1,1,1,0,1,1,0
33,0,-999,3,5,1,72,15124,0,1,1,0,1,1,0,1,1,0,1,1
23,0,-999,1,5,0,66,15125,0,0,0,0,0,1,1,1,1,1,0,1
38,1,1,2,6,0,89,15126,1,0,1,1,1,1,0,0,1,1,0,1
48,0,-999,2,5,23,59,15127,1,0,1,1,1,0,1,1,1,0,1,0
20,0,-999,1,5,0,70,15128,1,1,1,1,0,0,1,0,0,0,0,0
40,1,1,1,6,61,75,15129,1,1,0,0,0,1,1,0,1,1,0,1
31,0,-999,1,6,66,90,15130,1,0,1,1,0,1,0,1,1,1,1,1
24,0,-999,1,5,49,58,15131,0,1,0,0,1,1,0,1,0,1,1,1
24,0,-999,1,5,59,68,15132,0,0,0,1,0,0,0,1,1,1,0,1
29,0,-999,1,4,10,68,15133,1,1,1,1,1,1,1,1,1,1,1,1
24,0,-999,1,5,32,76,15134,1,0,1,0,1,0,1,1,0,1,0,1
23,0,-999,1,5,0,100,15135,0,1,1,0,1,1,1,1,0,0,0,1
28,0,-999,1,4,0,100,15136,0,1,1,0,1,0,0,0,0,1,0,1
43,1,1,1,5,0,71,15137,1,0,1,1,0,1,1,1,1,1,1,1
19,0,-999,1,4,0,64,15138,1,0,1,1,1,0,1,1,1,1,1,1
27,0,-999,1,5,17,77,15139,1,0,1,1,0,1,0,0,1,1,1,1
22,0,-999,2,5,0,95,15140,1,0,0,0,1,0,1,1,1,1,0,0
19,0,-999,1,5,0,88,15141,0,1,1,1,1,1,0,1,1,1,1,1
18,0,-999,1,4,0,97,15142,0,1,0,1,1,1,1,1,1,1,0,1
32,0,-999,2,6,0,78,15143,1,0,1,1,0,1,1,1,0,1,1,1
36,1,1,1,5,6,71,15144,1,0,1,0,1,1,0,1,0,0,1,0
