edad,tieneHijos,cantidadHijos,genero,nivelEducativo,religiosidad,conservadorProgresista,userId,1_correct,2_correct,3_correct,4_correct,5_correct,6_correct,7_correct,8_correct,9_correct,10_correct,11_correct,12_correct
22,0,-999,1,6,61,43,3162,1,0,1,1,1,0,1,1,1,1,1,1
26,0,-999,2,5,0,81,3163,0,0,1,1,0,1,1,1,0,1,1,1
39,1,4,2,6,0,90,3164,1,1,0,1,1,0,0,1,1,1,0,0
20,0,-999,1,5,15,70,3165,0,1,0,1,1,1,0,0,1,1,0,1
26,0,-999,1,6,30,74,3166,1,1,0,1,1,0,1,1,1,1,1,1
19,0,-999,2,5,18,89,3167,0,0,1,1,1,1,1,1,1,1,1,0
26,0,-999,2,5,0,40,3168,1,0,1,0,1,0,0,0,1,1,0,0
29,0,-999,2,5,59,81,3169,1,1,0,1,1,0,0,1,1,0,0,1
36,1,2,1,6,0,66,3170,1,0,1,1,1,1,1,1,1,1,1,0
21,0,-999,1,5,0,58,3171,1,1,0,1,0,0,0,1,0,1,0,0
29,0,-999,2,6,17,70,3172,0,0,1,0,1,1,0,1,0,0,0,0
31,0,-999,2,6,26,70,3173,0,1,1,1,0,0,1,1,1,1,0,1
28,0,-999,1,5,10,48,3174,1,1,1,1,1,1,1,0,0,1,0,1
20,0,-999,1,5,18,93,3175,0,0,0,1,1,1,0,1,0,1,1,1
39,0,-999,1,6,25,74,3176,1,1,1,1,1,1,1,0,1,1,1,1
22,0,-999,2,5,0,100,3177,1,0,0,1,1,1,1,1,0,1,0,0
29,0,-999,1,5,41,59,3178,0,1,0,1,0,0,1,1,1,1,0,1
34,0,-999,1,6,0,79,3179,1,0,1,1,1,1,1,1,1,0,0,1
25,0,-999,1,6,16,80,3180,1,1,0,1,1,1,1,1,1,0,1,1
28,0,-999,1,6,54,88,3181,1,0,1,1,0,1,1,0,0,1,1,1
30,0,-999,1,6,13,82,3182,1,0,1,1,0,1,1,0,1,0,1,1
29,1,1,1,5,33,68,3183,1,1,0,1,0,1,1,1,0,1,1,1
17,0,-999,1,4,42,39,3184,1,0,1,0,1,1,1,0,1,1,1,0
59,1,4,1,6,27,88,3185,0,1,1,0,1,1,1,1,1,1,1,0
32,0,-999,1,6,10,100,3186,1,1,0,1,1,0,1,1,0,0,1,1
17,0,-999,1,4,37,100,3187,0,0,1,1,1,1,0,1,1,0,0,1
20,0,-999,1,4,0,45,3188,1,0,1,1,1,1,1,0,1,0,0,1
37,0,-999,1,6,23,82,3189,1,0,1,0,0,0,1,0,0,0,0,1
24,0,-999,1,5,0,54,3190,1,1,1,0,1,1,1,0,1,1,1,1
47,1,3,2,6,62,47,3191,0,0,0,1,1,1,0,1,1,1,0,0
26,0,-999,1,5,15,63,3192,0,0,1,1,0,1,1,1,1,0,1,1
38,0,-999,2,6,47,77,3193,0,1,1,0,1,1,1,1,1,0,1,0
17,0,-999,1,4,16,49,3194,1,0,1,1,0,0,1,0,1,0,1,1
53,1,1,2,6,48,53,3195,1,0,1,1,1,0,1,1,0,1,1,1
14,0,-999,1,3,0,100,3196,0,0,0,0,0,1,1,0,0,1,1,1
18,0,-999,1,4,42,55,3197,0,1,1,1,1,1,1,1,1,0,1,0
58,1,4,1,6,44,73,3198,1,0,1,0,1,1,0,1,1,0,1,0
27,0,-999,1,5,100,48,3199,1,1,0,1,1,1,0,0,1,0,1,1
51,0,-999,2,6,45,51,3200,0,1,1,1,1,0,0,1,1,0,0,1
28,0,-999,1,5,53,53,3201,0,1,1,1,1,0,1,1,1,1,0,1
29,0,-999,1,6,11,100,3202,1,0,1,0,1,1,0,0,0,1,1,1
27,0,-999,2,6,2,100,3203,0,0,0,0,1,1,1,0,1,1,0,1
23,0,-999,1,5,48,79,3204,1,1,1,1,0,1,1,1,1,1,1,1
26,0,-999,2,5,2,98,3205,1,1,0,0,1,1,0,1,1,1,1,1
30,0,-999,2,6,0,100,3206,0,1,1,1,1,1,1,0,1,0,1,0
24,0,-999,1,5,1,100,3207,1,0,1,1,1,1,0,1,1,0,0,0
29,0,-999,2,5,19,96,3208,0,1,1,1,0,1,1,0,1,0,0,1
19,0,-999,2,3,0,100,3209,1,0,1,0,1,1,0,1,0,0,1,1
23,0,-999,2,5,99,100,3210,0,1,1,0,1,1,0,1,1,1,1,0
20,0,-999,1,4,0,57,3211,1,1,1,0,1,0,0,1,0,1,1,1
17,0,-999,1,3,14,71,3212,1,0,1,1,1,1,1,0,0,0,0,1
29,0,-999,1,6,0,100,3213,1,1,0,1,1,0,1,1,1,1,1,1
21,0,-999,2,5,16,100,3214,1,1,1,1,1,1,1,0,0,1,1,1
25,0,-999,1,5,0,84,3215,1,0,1,0,1,1,0,0,1,1,0,0
29,1,2,1,6,0,100,3216,0,1,0,0,0,0,1,1,0,0,0,0
21,0,-999,2,5,9,91,3217,0,1,1,1,0,1,1,0,1,1,0,1
34,0,-999,1,5,0,100,3218,1,1,1,1,1,1,1,1,1,0,1,0
32,1,1,1,6,48,58,3219,1,1,1,1,1,0,1,0,1,1,1,1
20,0,-999,1,5,0,100,3220,1,1,0,1,1,1,1,0,0,1,0,0
26,0,-999,1,6,0,49,3221,0,1,1,1,0,1,0,1,1,0,0,0
37,0,-999,1,6,1,79,3222,1,1,1,1,0,0,1,0,1,0,0,1
22,0,-999,1,5,65,67,3223,0,1,0,1,1,1,1,1,0,0,1,1
35,1,12,1,6,100,100,3224,1,1,1,1,0,1,1,0,1,1,1,1
33,1,1,1,6,63,38,3225,1,1,1,1,0,1,1,0,0,1,1,1
18,0,-999,2,4,12,75,3226,1,0,1,1,1,1,0,1,1,0,1,1
35,1,1,1,5,82,79,3227,0,0,1,1,1,1,0,0,0,1,1,1
31,0,-999,1,5,0,100,3228,1,1,0,0,0,1,1,0,0,1,1,0
26,0,-999,1,5,60,45,3229,0,1,0,0,1,1,1,1,1,1,1,1
43,1,2,1,5,58,61,3230,1,1,1,0,1,0,0,1,1,1,1,1
23,0,-999,2,5,0,84,3231,1,1,1,0,0,0,1,1,0,0,1,1
25,0,-999,1,6,54,80,3232,0,0,1,1,1,0,0,1,1,0,0,1
16,0,-999,2,3,0,70,3233,1,1,1,1,1,0,1,1,1,0,1,1
34,0,-999,2,5,0,84,3234,1,1,0,1,1,1,0,1,0,1,1,0
44,1,1,2,5,0,100,3235,1,0,1,1,1,0,1,0,1,1,0,1
45,1,2,2,6,36,68,3236,0,1,1,1,1,1,1,1,0,0,1,0
19,0,-999,1,5,17,64,3237,1,0,1,0,1,0,1,0,1,1,0,1
29,1,1,1,6,50,52,3238,1,0,0,0,1,1,1,0,0,1,0,0
23,0,-999,2,5,1,57,3239,1,0,1,1,1,0,0,0,0,0,1,0
26,0,-999,2,5,0,77,3240,1,1,1,0,0,0,1,1,1,1,1,1
32,0,-999,2,5,30,77,3241,1,0,1,0,0,0,1,1,0,1,0,0
22,0,-999,1,4,10,100,3242,0,1,0,1,0,1,0,1,0,1,1,1
38,0,-999,1,5,2,79,3243,0,0,1,0,1,1,1,1,1,1,1,1
37,1,1,1,6,76,57,3244,1,1,1,1,1,1,0,1,0,1,0,1
29,0,-999,1,6,11,65,3245,1,0,1,0,0,0,0,0,0,1,1,1
29,0,-999,1,5,13,74,3246,0,1,1,1,1,1,1,1,0,0,1,0
23,0,-999,1,5,30,81,3247,1,1,1,1,1,1,0,0,1,1,1,1
28,0,-999,1,5,47,40,3248,1,1,0,1,1,1,1,0,0,1,1,1
18,0,-999,1,4,7,63,3249,1,1,1,1,1,1,1,1,1,1,0,1
49,1,7,1,5,11,64,3250,0,1,0,0,0,0,1,0,0,0,1,0
19,0,-999,1,5,45,69,3251,1,1,0,1,0,1,1,1,0,1,0,1
50,1,3,1,6,60,54,3252,1,1,1,1,1,1,0,0,0,1,1,1
55,1,3,2,6,57,58,3253,1,0,1,1,1,0,0,0,1,1,1,1
39,1,1,1,6,0,73,3254,1,1,0,1,1,1,1,1,1,0,1,1
30,0,-999,2,4,100,58,3255,0,0,1,1,0,1,1,0,0,1,0,1
31,0,-999,1,6,17,79,3256,1,1,0,1,1,1,1,0,1,0,0,0
20,0,-999,1,5,0,100,3257,0,0,0,1,1,1,1,1,0,1,1,1
40,1,2,2,6,0,100,3258,1,1,1,1,1,0,1,1,0,0,0,0
22,0,-999,1,4,0,100,3259,0,0,0,1,1,0,1,1,1,1,1,0
53,1,2,1,4,100,100,3260,0,0,1,1,1,0,1,0,0,1,0,1
42,1,2,2,6,0,87,3261,0,1,1,1,1,1,0,1,0,0,0,0
21,0,-999,1,5,0,60,3262,1,1,1,1,1,0,1,0,1,1,1,0
30,0,-999,1,5,4,60,3263,0,1,1,1,1,0,0,0,0,1,0,1
57,1,12,1,6,17,81,3264,0,0,1,1,1,1,1,1,1,0,1,1
21,0,-999,1,5,62,32,3265,0,1,1,1,1,0,1,0,1,1,1,1
22,0,-999,1,5,0,79,3266,1,0,1,1,1,1,0,1,1,1,0,1
43,0,-999,2,5,0,49,3267,0,1,1,0,1,1,0,0,0,1,1,1
31,0,-999,1,6,64,63,3268,0,0,1,0,0,0,0,1,0,0,1,1
20,0,-999,1,5,10,76,3269,1,0,1,0,0,1,1,1,0,1,1,1
43,0,-999,1,6,0,63,3270,1,0,0,1,1,1,0,1,1,1,0,0
22,0,-999,2,5,14,93,3271,1,0,0,0,1,1,1,1,0,1,1,1
27,0,-999,2,3,0,100,3272,0,1,1,0,0,0,0,0,1,1,0,1
21,0,-999,1,5,100,64,3273,1,1,1,0,0,1,0,0,1,1,1,1
26,0,-999,1,6,19,67,3274,0,1,0,0,1,0,1,1,1,0,0,0
39,1,2,1,6,54,70,3275,1,1,0,1,1,1,1,1,1,1,1,0
40,1,1,1,6,0,69,3276,1,1,1,1,1,1,1,1,0,0,0,1
23,0,-999,1,5,33,68,3277,1,1,1,1,1,1,0,0,0,0,1,1
49,1,3,1,6,72,66,3278,1,1,0,1,0,0,0,1,1,1,1,1
28,0,-999,2,6,0,78,3279,1,1,0,1,1,1,1,1,1,1,1,1
36,1,2,1,6,85,74,3280,1,1,0,1,0,0,1,1,1,0,0,0
15,0,-999,1,3,12,85,3281,0,1,1,1,0,1,0,1,0,1,1,1
22,0,-999,1,5,0,100,3282,0,0,1,0,0,0,0,0,0,0,0,0
21,0,-999,1,5,0,54,3283,0,1,1,0,0,1,1,1,1,0,0,0
34,0,-999,1,5,21,67,3284,1,1,1,1,0,0,1,1,1,0,1,0
45,1,1,1,6,26,77,3285,1,1,0,0,0,1,0,0,1,1,0,1
38,1,1,2,6,0,65,3286,0,1,0,1,1,1,1,0,1,1,1,0
21,0,-999,2,5,81,16,3287,0,0,0,1,1,1,1,1,1,0,1,1
27,1,1,1,5,11,55,3288,0,1,1,1,1,0,1,1,0,0,1,1
26,1,1,1,5,20,62,3289,1,1,1,1,1,1,1,1,0,0,1,0
20,0,-999,1,4,38,47,3290,1,1,1,0,1,0,1,0,0,0,1,1
64,1,4,1,5,0,87,3291,0,0,0,1,1,1,1,1,0,1,1,0
51,0,-999,1,5,72,61,3292,1,1,0,1,0,1,0,0,1,1,1,1
30,0,-999,2,6,29,87,3293,0,0,1,0,1,1,0,1,0,0,0,1
47,1,1,2,6,100,0,3294,1,0,1,1,0,1,0,0,1,1,1,0
34,1,1,2,5,12,78,3295,1,1,1,0,0,1,0,0,0,1,1,1
24,0,-999,1,5,0,81,3296,0,1,1,1,1,1,1,0,1,0,1,0
16,0,-999,1,3,5,92,3297,1,1,1,1,0,1,1,1,1,1,0,0
32,1,1,1,6,7,100,3298,1,0,0,0,1,0,0,1,0,1,0,1
40,0,-999,1,6,26,50,3299,1,1,1,1,1,1,1,1,1,0,0,1
20,0,-999,2,4,23,75,3300,1,0,0,1,1,1,0,0,1,1,1,0
38,1,2,1,5,52,63,3301,1,0,1,1,1,0,1,0,0,0,1,1
23,0,-999,1,5,3,60,3302,0,0,1,0,1,0,0,0,0,0,0,1
44,1,2,1,5,0,91,3303,0,1,0,1,1,1,1,1,1,0,0,0
30,0,-999,1,6,33,88,3304,0,0,0,1,1,1,1,1,1,0,1,1
26,0,-999,2,5,0,86,3305,0,1,1,1,1,1,1,1,1,0,0,0
32,1,1,1,5,69,65,3306,1,1,1,1,0,1,0,0,1,1,0,1
31,0,-999,1,6,32,84,3307,1,0,1,1,1,0,0,1,0,1,1,1
21,0,-999,2,5,12,78,3308,1,1,0,1,1,1,1,0,0,1,1,1
43,1,1,1,6,0,62,3309,1,1,0,1,1,0,0,0,1,0,0,1
30,0,-999,2,6,18,86,3310,1,1,1,1,0,1,1,1,1,0,1,0
20,0,-999,1,5,11,47,3311,1,1,1,1,0,0,1,0,0,1,1,1
69,1,1,2,5,55,100,3312,0,1,0,1,0,1,1,1,1,1,1,1
26,0,-999,1,6,22,54,3313,1,1,1,1,1,0,0,0,0,1,0,1
20,0,-999,1,4,2,68,3314,0,0,0,0,1,1,1,1,0,1,0,1
22,0,-999,2,5,0,61,3315,1,0,1,0,1,1,0,0,1,1,0,0
43,1,1,1,6,56,100,3316,1,1,1,1,0,0,1,1,0,1,1,1
21,0,-999,1,4,0,78,3317,0,0,1,0,0,0,0,0,1,0,1,1
28,1,1,1,6,1,85,3318,0,1,1,1,0,1,1,1,1,1,0,0
30,0,-999,1,5,36,80,3319,1,0,1,1,1,1,0,1,1,1,0,1
23,0,-999,1,5,0,100,3320,1,1,1,1,1,0,0,1,1,1,0,1
32,0,-999,1,5,0,53,3321,0,0,0,1,0,0,1,1,1,1,1,0
44,1,1,2,3,5,100,3322,0,1,0,1,1,0,1,1,1,0,1,1
33,0,-999,1,5,0,69,3323,1,1,0,0,1,0,1,1,0,0,1,1
27,0,-999,1,5,1,74,3324,0,1,0,0,1,0,1,1,1,1,1,0
45,0,-999,2,6,25,59,3325,1,0,0,1,0,1,0,1,0,1,0,1
23,0,-999,1,6,33,49,3326,0,1,0,1,0,1,1,1,0,1,0,1
32,0,-999,1,6,27,73,3327,1,1,1,1,1,1,0,1,0,1,0,1
32,0,-999,1,5,1,95,3328,0,1,1,1,1,0,1,0,1,0,0,1
39,1,2,1,6,27,73,3329,0,1,1,0,1,1,1,1,1,1,1,1
48,1,2,1,6,23,62,3330,1,1,1,1,0,1,1,0,1,1,1,0
46,1,1,2,6,27,68,3331,1,1,1,1,1,1,0,1,0,0,1,0
30,1,1,2,5,0,83,3332,1,0,1,0,1,1,0,1,0,1,1,0
29,0,-999,1,5,19,82,3333,1,0,1,1,0,1,0,1,1,1,0,1
30,0,-999,2,6,0,100,3334,1,1,1,1,1,1,0,1,0,0,1,1
25,0,-999,1,5,18,88,3335,1,0,1,0,1,1,0,1,1,1,1,1
26,0,-999,1,6,74,54,3336,1,1,0,1,0,1,0,1,1,0,1,0
26,0,-999,1,6,20,100,3337,0,1,1,0,0,0,1,0,1,1,1,1
15,0,-999,1,3,0,61,3338,0,1,1,1,1,0,1,1,1,1,1,1
20,0,-999,1,5,15,100,3339,1,1,1,0,1,1,0,0,0,1,1,1
25,0,-999,2,6,28,66,3340,0,1,1,1,1,0,1,1,1,0,0,1
31,0,-999,2,6,26,51,3341,0,1,1,1,0,1,0,0,0,1,0,1
29,0,-999,2,4,0,100,3342,1,0,1,0,1,0,1,0,0,1,1,0
46,1,2,1,6,65,72,3343,1,1,0,1,1,1,1,1,0,0,0,1
41,0,-999,2,4,45,36,3344,1,1,0,1,0,1,1,1,1,0,0,1
32,0,-999,1,5,60,52,3345,1,0,0,0,0,1,1,0,1,1,1,0
25,0,-999,1,5,0,53,3346,1,1,1,0,0,0,0,1,0,0,1,1
16,0,-999,2,3,23,78,3347,0,1,0,1,1,0,1,0,0,0,1,0
26,0,-999,1,5,0,100,3348,1,1,1,0,0,1,0,0,0,0,1,1
37,1,1,1,5,34,100,3349,1,0,0,0,1,1,0,0,0,1,1,0
26,0,-999,1,6,10,69,3350,1,1,1,1,1,1,1,1,0,0,1,1
21,0,-999,1,5,36,76,3351,1,1,1,1,1,1,1,0,1,0,1,1
24,0,-999,1,4,14,79,3352,0,1,1,1,0,1,1,1,0,1,0,1
27,0,-999,2,6,36,73,3353,0,1,1,1,1,0,1,0,1,1,0,1
19,0,-999,2,4,0,100,3354,0,1,0,1,1,1,0,0,1,1,0,1
20,0,-999,1,5,62,87,3355,1,1,0,1,0,1,1,1,0,1,1,1
26,0,-999,1,6,0,100,3356,0,1,0,1,1,1,1,1,0,0,0,0
23,0,-999,1,5,9,100,3357,0,1,1,0,1,1,1,1,0,1,1,1
58,0,-999,2,5,29,100,3358,1,0,1,0,0,1,0,1,0,1,1,1
28,0,-999,1,5,0,38,3359,0,0,0,1,1,1,1,1,1,1,1,1
26,0,-999,1,6,51,48,3360,0,1,0,0,0,0,1,0,1,0,0,1
37,0,-999,2,6,0,100,3361,1,0,1,0,1,1,1,1,1,1,0,1
26,0,-999,2,6,64,62,3362,1,1,0,0,1,1,1,1,1,1,1,1
40,1,3,1,6,57,97,3363,1,1,1,1,1,0,1,1,1,1,0,1
56,1,3,1,5,78,100,3364,1,1,1,1,1,1,1,0,1,0,1,1
43,1,2,1,5,15,100,3365,1,0,1,1,0,0,1,1,1,1,1,0
31,1,1,1,6,100,33,3366,1,0,1,0,0,0,0,0,0,1,0,1
33,1,1,1,5,12,99,3367,0,1,0,1,0,1,0,1,0,1,1,1
53,0,-999,2,6,81,64,3368,1,0,1,1,0,0,0,0,1,1,0,1
26,0,-999,1,6,0,100,3369,1,0,1,1,1,0,1,0,1,1,1,0
30,0,-999,1,6,25,79,3370,1,1,0,0,1,1,1,1,1,1,1,1
33,1,1,1,6,36,75,3371,0,1,0,0,0,1,0,1,0,0,0,1
30,0,-999,2,5,0,100,3372,1,1,1,0,0,0,1,1,1,0,1,1
21,0,-999,1,5,2,88,3373,1,0,1,0,1,1,1,1,1,0,0,1
33,0,-999,1,6,10,49,3374,0,1,0,1,1,1,1,1,1,1,1,1
23,0,-999,1,5,0,100,3375,1,1,0,1,1,1,0,1,1,0,1,1
36,0,-999,2,6,17,83,3376,1,0,1,1,0,1,1,1,1,0,0,0
19,0,-999,1,5,6,85,3377,1,1,0,1,1,1,1,1,0,1,1,0
25,0,-999,1,5,38,46,3378,1,0,1,1,0,1,0,0,0,0,0,0
39,1,1,1,4,46,56,3379,1,1,1,1,1,1,0,0,1,1,1,1
34,0,-999,2,6,51,59,3380,1,1,1,1,1,1,0,1,0,1,0,1
17,0,-999,1,4,1,73,3381,1,1,0,0,1,1,1,1,0,1,0,1
34,1,2,1,6,0,66,3382,1,1,1,1,1,1,1,0,1,1,0,0
32,1,1,1,5,1,74,3383,1,0,1,1,1,0,1,1,1,0,1,0
15,0,-999,2,3,0,100,3384,1,0,1,0,1,1,0,0,0,1,0,1
26,0,-999,2,6,0,83,3385,1,1,1,0,1,1,1,1,0,1,1,1
27,0,-999,2,5,13,60,3386,0,0,1,1,0,1,1,1,1,1,0,1
32,0,-999,2,4,0,70,3387,1,1,1,1,0,1,1,1,0,0,0,0
45,1,1,1,6,32,68,3388,1,1,1,1,1,1,1,0,1,1,1,1
30,0,-999,2,6,0,74,3389,1,0,1,0,1,1,1,1,1,1,1,1
30,0,-999,1,6,31,66,3390,1,0,0,1,1,1,0,1,1,1,0,0
28,0,-999,1,5,27,88,3391,1,1,0,0,1,1,1,1,0,1,1,1
39,1,3,1,6,57,73,3392,1,1,1,1,1,1,0,0,1,1,1,0
57,0,-999,1,5,76,80,3393,1,1,0,1,1,0,1,0,1,0,0,0
26,0,-999,1,6,21,100,3394,1,1,0,1,1,1,0,0,1,1,1,1
22,1,1,1,5,30,59,3395,1,1,1,1,1,1,1,1,1,1,0,1
20,0,-999,2,5,17,85,3396,1,0,1,0,1,0,0,1,1,0,1,1
20,0,-999,1,4,12,71,3397,1,1,1,1,0,0,1,0,0,1,1,0
23,0,-999,1,5,0,70,3398,1,1,0,1,1,0,1,1,1,1,1,0
16,0,-999,1,3,0,100,3399,1,0,0,1,0,1,1,0,1,1,0,1
45,1,3,1,6,21,84,3400,1,1,1,0,0,1,0,0,1,1,1,0
26,0,-999,1,5,11,100,3401,1,0,1,1,1,1,1,1,1,1,1,1
21,0,-999,1,5,0,93,3402,0,1,0,0,1,1,1,1,1,1,0,0
24,0,-999,1,6,24,72,3403,1,1,0,1,1,1,1,1,1,1,0,1
43,1,2,2,3,17,85,3404,1,1,0,0,0,0,0,0,1,1,0,1
45,1,3,2,6,0,87,3405,1,1,1,0,1,0,1,0,0,0,0,1
45,1,2,1,6,0,73,3406,1,1,1,1,1,1,1,0,1,1,1,1
22,0,-999,1,5,13,100,3407,1,0,1,0,1,1,0,1,1,1,0,1
24,0,-999,1,6,40,53,3408,1,0,1,0,1,1,0,1,0,1,1,1
65,1,6,1,6,0,100,3409,1,1,1,0,0,0,0,0,0,1,0,1
27,0,-999,2,4,13,96,3410,0,1,1,1,1,0,1,1,1,0,1,1
38,1,2,2,6,0,87,3411,1,1,0,1,1,0,0,0,0,0,1,1
26,0,-999,1,6,68,100,3412,1,1,0,0,1,1,0,0,1,0,0,0
24,0,-999,1,5,45,78,3413,1,1,1,0,1,1,0,1,0,1,1,0
26,0,-999,1,6,0,50,3414,0,1,1,1,1,1,1,1,1,1,1,0
37,0,-999,1,6,10,73,3415,1,1,1,1,1,1,0,1,1,1,1,1
30,0,-999,1,6,74,21,3416,1,0,0,1,1,1,1,1,1,1,1,1
17,0,-999,1,4,23,97,3417,1,1,1,1,0,0,1,0,0,1,1,1
36,0,-999,2,6,27,70,3418,0,1,0,1,1,1,1,1,1,0,1,0
36,1,1,2,6,0,90,3419,0,0,1,0,1,1,1,1,0,0,0,0
28,0,-999,1,6,0,65,3420,0,1,0,0,1,1,0,1,1,1,0,1
47,1,2,1,6,16,79,3421,1,0,1,0,0,0,1,0,0,1,0,1
25,0,-999,1,5,50,67,3422,1,1,1,1,0,1,1,0,1,1,1,0
25,0,-999,1,6,28,69,3423,1,1,0,1,1,1,1,1,0,0,1,0
27,1,1,1,5,0,81,3424,1,1,0,1,0,0,1,1,1,1,0,0
24,0,-999,1,5,1,91,3425,0,1,0,1,1,0,0,1,1,1,0,1
33,0,-999,1,6,0,87,3426,1,0,1,1,0,1,1,0,1,0,1,0
22,0,-999,1,5,26,100,3427,1,1,1,1,0,0,1,1,1,1,1,1
28,0,-999,2,6,22,70,3428,0,0,0,0,1,1,1,1,1,1,1,0
24,0,-999,1,6,67,92,3429,1,0,1,1,1,1,0,1,1,1,0,0
25,0,-999,1,6,11,100,3430,1,1,1,0,0,1,1,0,0,0,1,1
25,0,-999,1,6,0,71,3431,1,1,1,1,1,1,1,1,1,1,1,1
31,1,1,1,6,8,100,3432,1,1,1,1,1,0,1,1,1,1,1,0
26,0,-999,1,6,0,74,3433,1,0,1,1,1,1,1,1,0,0,1,1
21,0,-999,1,5,74,75,3434,1,1,1,0,1,0,1,1,0,1,0,1
25,0,-999,3,6,41,81,3435,1,1,0,1,1,1,1,1,1,0,0,1
41,1,3,1,5,1,50,3436,1,1,0,1,1,1,0,0,0,1,1,0
35,1,2,1,6,52,62,3437,1,0,1,0,1,1,1,0,0,0,0,1
19,0,-999,1,5,76,50,3438,1,1,0,1,0,0,1,1,1,1,0,1
21,0,-999,2,3,53,33,3439,0,0,0,1,1,0,0,1,1,1,0,1
21,0,-999,1,5,0,91,3440,1,1,1,0,1,1,1,1,0,0,1,0
25,0,-999,1,5,54,72,3441,1,1,1,0,0,1,1,1,1,1,1,1
20,0,-999,1,5,20,74,3442,1,1,1,1,1,1,1,0,1,1,1,1
21,0,-999,1,5,0,73,3443,0,1,1,1,1,0,1,0,1,1,1,0
21,0,-999,1,5,0,79,3444,1,0,1,0,0,1,0,0,0,0,0,1
28,0,-999,1,6,12,100,3445,1,1,0,1,1,1,1,0,1,1,1,0
30,0,-999,1,5,19,82,3446,1,0,1,0,1,0,1,1,1,0,0,1
38,1,2,1,4,36,87,3447,1,1,1,0,1,0,1,1,1,0,1,0
53,1,3,2,5,43,80,3448,1,0,1,1,1,1,0,1,0,1,1,1
23,1,1,1,5,0,75,3449,0,1,0,0,1,1,1,0,1,1,0,0
28,0,-999,2,6,0,100,3450,1,1,1,0,1,0,0,1,1,1,0,1
32,1,1,1,5,0,100,3451,1,0,1,1,1,1,1,1,1,0,1,1
25,0,-999,1,4,0,67,3452,1,0,0,1,1,0,1,1,1,0,1,1
26,0,-999,2,6,20,86,3453,0,1,1,1,1,1,1,0,1,0,1,0
24,0,-999,2,5,49,80,3454,0,1,0,0,1,1,1,0,1,0,1,1
40,0,-999,1,5,31,78,3455,0,0,0,0,1,0,0,0,0,0,1,1
24,0,-999,1,5,5,88,3456,1,0,1,1,1,1,1,1,1,0,1,1
26,0,-999,1,6,0,100,3457,0,1,1,1,1,1,1,0,1,1,1,0
68,1,3,1,6,79,100,3458,1,1,1,1,1,1,1,1,1,1,1,1
39,1,3,2,6,12,81,3459,0,1,0,1,1,1,1,1,1,0,1,1
21,0,-999,1,5,0,100,3460,1,1,0,1,1,0,0,1,0,0,1,1
29,0,-999,1,6,10,73,3461,1,1,0,0,0,0,1,1,1,1,0,1
15,0,-999,1,3,36,64,3462,1,0,1,1,1,1,0,0,1,1,0,1
21,0,-999,2,5,12,64,3463,1,1,0,1,1,1,1,0,0,1,1,1
27,0,-999,2,4,57,0,3464,1,0,0,0,1,1,1,1,0,1,0,1
31,0,-999,2,6,1,100,3465,1,1,1,1,1,1,1,0,1,1,0,1
26,0,-999,1,6,0,30,3466,1,1,1,0,0,1,1,0,0,1,1,1
26,0,-999,1,6,21,90,3467,0,1,0,1,1,1,0,0,1,1,1,1
30,0,-999,1,5,60,61,3468,1,1,1,1,1,1,0,1,1,0,1,0
28,0,-999,1,6,60,55,3469,1,0,0,1,0,1,0,0,1,1,0,0
20,0,-999,1,5,0,0,3470,1,1,0,0,1,1,1,0,1,1,0,0
31,0,-999,1,5,4,100,3471,1,1,1,0,0,1,1,0,0,1,1,1
56,1,2,1,4,43,79,3472,1,0,0,0,1,1,0,1,1,1,0,1
44,0,-999,1,5,1,83,3473,0,1,1,1,1,0,1,1,0,1,0,1
22,0,-999,2,5,23,100,3474,1,1,0,0,1,1,0,0,0,1,1,1
23,0,-999,2,5,7,84,3475,0,0,0,0,1,1,1,1,1,1,1,0
20,0,-999,1,5,57,59,3476,1,1,1,1,0,1,1,0,1,0,1,1
33,0,-999,2,6,30,100,3477,1,1,1,1,0,0,1,0,1,0,1,0
31,0,-999,2,4,0,74,3478,1,0,1,1,1,0,0,1,1,1,0,1
36,1,1,2,6,74,6,3479,1,1,1,0,0,0,1,0,0,1,1,0
28,0,-999,2,4,61,49,3480,1,1,1,1,0,1,0,0,1,1,1,0
48,1,1,1,6,65,80,3481,1,1,1,1,0,1,1,0,1,0,1,0
34,0,-999,1,6,53,64,3482,1,0,0,1,0,1,0,1,0,0,1,1
62,1,3,1,3,29,34,3483,1,1,0,1,0,0,1,1,1,0,1,0
56,1,3,1,6,80,63,3484,1,1,1,0,1,0,1,0,1,1,0,1
29,0,-999,1,5,2,99,3485,1,0,1,1,1,0,0,0,1,1,0,1
29,1,1,1,6,24,84,3486,1,0,0,0,0,1,0,0,0,0,1,1
16,0,-999,2,3,66,29,3487,0,0,0,1,0,1,1,0,1,1,1,0
53,1,1,1,6,17,84,3488,0,1,1,0,1,1,1,1,1,1,0,0
19,0,-999,2,5,68,73,3489,1,1,1,1,1,0,1,1,0,1,0,0
21,0,-999,2,5,4,57,3490,1,1,1,0,1,0,1,0,1,0,1,1
19,0,-999,2,5,0,60,3491,0,1,0,1,0,1,0,1,0,0,1,0
38,1,2,2,6,9,78,3492,0,0,0,1,0,0,1,0,0,1,1,1
41,1,1,2,4,0,0,3493,1,0,0,1,1,1,0,1,1,1,1,1
